S3 Table. Full list of DEGs identified in vEDS patients' skin fibroblasts.						
Column #	Transcript ID	gene_assignment	Gene Symbol	RefSeq	p-value adjusted (FDR 5%)	Fold-Change 
9580	7949931	NM_001300907 // KMT5B // lysine (K)-specific methyltransferase 5B // 11q13.2 // 51111 /	KMT5B	NM_001300907	0.000690374	-1.50387
30794	8159815	NM_001145355 // CBWD1 // COBW domain containing 1 // 9p24.3 // 55871 /// NM_001145356 /	CBWD1	NM_001145355	2.55E-06	-1.50365
15939	8014749	NM_000978 // RPL23 // ribosomal protein L23 // 17q // 9349 /// ENST00000245857 // RPL23	RPL23	NM_000978	0.000139695	-1.50362
21626	8071332	NM_001278639 // RANBP1 // RAN binding protein 1 // 22q11.21 // 5902 /// NM_001278640 //	RANBP1	NM_001278639	2.71E-05	-1.50312
24298	8098291	"NM_001243372 // CLCN3 // chloride channel, voltage-sensitive 3 // 4q33 // 1182 /// NM_0"	CLCN3	NM_001243372	0.00155981	-1.50222
21488	8069998	NM_021254 // C21orf59 // chromosome 21 open reading frame 59 // 21q22.1 // 56683 /// NR	C21orf59	NM_021254	4.79E-05	-1.50212
26586	8120022	NM_001253 // CDC5L // cell division cycle 5-like // 6p21 // 988 /// XM_006715289 // CDC	CDC5L	NM_001253	3.79E-05	-1.50135
20114	8055645	NM_001190879 // ORC4 // origin recognition complex subunit 4 // 2q22-q23 // 5000 /// NM	ORC4	NM_001190879	0.00486107	-1.50073
28578	8139163	NR_028347 // FAM183BP // acyloxyacyl hydrolase (neutrophil) // 7p14.1 // 340286 /// ENS	FAM183BP	NR_028347	0.00992181	1.50007
20670	8062123	NM_006690 // MMP24 // matrix metallopeptidase 24 (membrane-inserted) // 20q11.2 // 1089	MMP24	NM_006690	0.000280386	1.50048
27269	8126382	NM_001164446 // C6orf132 // chromosome 6 open reading frame 132 // 6p21.1 // 647024 ///	C6orf132	NM_001164446	0.0111164	1.50054
21001	8065396	NM_080610 // CST9L // cystatin 9-like // 20p11.21 // 128821 /// ENST00000376979 // CST9	CST9L	NM_080610	0.000660466	1.50064
30268	8154563	NM_001010887 // ACER2 // alkaline ceramidase 2 // 9p22.1 // 340485 /// XM_005251447 // 	ACER2	NM_001010887	0.000576816	1.50143
8492	7939938	"OTTHUMT00000391510 // OR5D17P // olfactory receptor, family 5, subfamily D, member 17 p"	OR5D17P	OTTHUMT00000391510	0.00239589	1.50145
16856	8023710	"NM_001271028 // CDH19 // cadherin 19, type 2 // 18q22.1 // 28513 /// NM_021153 // CDH19"	CDH19	NM_001271028	7.28E-05	1.5016
22146	8076292	"NM_145174 // DNAJB7 // DnaJ (Hsp40) homolog, subfamily B, member 7 // 22q13.2 // 150353"	DNAJB7	NM_145174	0.000189421	1.50201
30692	8158625	AK125285 // LOC100129785 // uncharacterized LOC100129785 // 9q34.11 // 100129785	LOC100129785	AK125285	1.63E-06	1.50312
8043	7935572	NM_032709 // PYROXD2 // pyridine nucleotide-disulphide oxidoreductase domain 2 // 10q24	PYROXD2	NM_032709	0.011807	1.50324
30999	8161520	XR_928800 // PGM5P4 // phosphoglucomutase 5 pseudogene 4 // 2q13 // 729468	PGM5P4	XR_928800	0.00309609	1.50363
5174	7906194	AK055377 // GPATCH4 // G-patch domain containing 4 // 1q22 // 54865	GPATCH4	AK055377	0.000670602	1.50382
11876	7973108	"NR_033909 // ECRP // ribonuclease, RNase A family, 2 (liver, eosinophil-derived neuroto"	ECRP	NR_033909	0.0104498	1.50389
13617	7990632	NM_024776 // PEAK1 // pseudopodium-enriched atypical kinase 1 // 15q24.3 // 79834 /// X	PEAK1	NM_024776	0.000143594	1.50478
23194	8087485	NM_003335 // UBA7 // ubiquitin-like modifier activating enzyme 7 // 3p21 // 7318 /// XM	UBA7	NM_003335	0.00565901	1.50547
13302	7986639	OTTHUMT00000415968 // IGHV4OR15-8 // immunoglobulin heavy variable 4/OR15-8 (non-functi	IGHV4OR15-8	OTTHUMT00000415968	0.00241749	1.50572
5643	7911229	"NM_001001957 // OR2W3 // olfactory receptor, family 2, subfamily W, member 3 // 1q44 //"	OR2W3	NM_001001957	0.00109268	1.50587
10743	7961571	"NM_001170798 // SLC15A5 // solute carrier family 15, member 5 // 12p12.3 // 729025 /// "	SLC15A5	NM_001170798	6.93E-05	1.50603
9852	7952390	"OTTHUMT00000387272 // OR10D4P // olfactory receptor, family 10, subfamily D, member 4 p"	OR10D4P	OTTHUMT00000387272	0.00296975	1.50623
20202	8056810	AK095037 // LOC100129312 // uncharacterized LOC100129312 // 2q31.1 // 100129312	LOC100129312	AK095037	0.00466591	1.50628
23027	8085412	NM_001134382 // IQSEC1 // IQ motif and Sec7 domain 1 // 3p25.2 // 9922 /// NM_014869 //	IQSEC1	NM_001134382	0.000453519	1.50658
20900	8064471	NM_001083910 // SIRPB1 // signal-regulatory protein beta 1 // 20p13 // 10326 /// NM_001	SIRPB1	NM_001083910	0.000841717	1.50686
18281	8037947	NM_198479 // TPRX1 // tetra-peptide repeat homeobox 1 // 19q13.33 // 284355 /// ENST000	TPRX1	NM_198479	0.00677664	1.50691
11660	7971350	"NM_001243797 // TSC22D1 // TSC22 domain family, member 1 // 13q14 // 8848 /// NM_001243"	TSC22D1	NM_001243797	0.00326702	1.50741
32567	8175587	NR_030236 // MIR509-1 // microRNA 509-1 // Xq27.3 // 574514 /// NR_030586 // MIR509-2 /	MIR509-1	NR_030236	4.48E-05	1.50754
14344	7998190	NM_001286485 // RGS11 // regulator of G-protein signaling 11 // 16p13.3 // 8786 /// NM_	RGS11	NM_001286485	0.00396977	1.50833
32182	8172296	"NM_001135998 // NDUFB11 // NADH dehydrogenase (ubiquinone) 1 beta subcomplex, 11, 17.3k"	NDUFB11	NM_001135998	4.89E-08	1.50881
17087	8026155	"NM_052876 // NACC1 // nucleus accumbens associated 1, BEN and BTB (POZ) domain containi"	NACC1	NM_052876	0.000262727	1.50901
22532	8080878	NM_000333 // ATXN7 // ataxin 7 // 3p21.1-p12 // 6314 /// NM_001128149 // ATXN7 // ataxi	ATXN7	NM_000333	2.43E-08	1.50976
24041	8095868	ENST00000512778 // SEPT11 // septin 11 // 4q21.1 // 55752 /// OTTHUMT00000362684 // SEP	SEPT11	ENST00000512778	0.00548219	1.5099
11036	7964830	"NR_033335 // SNORA70G // small nucleolar RNA, H/ACA box 70G // 12q14 // 100379132 /// E"	SNORA70G	NR_033335	0.00216048	1.51006
16298	8018482	NM_012478 // WBP2 // WW domain binding protein 2 // 17q25 // 23558 /// XM_011524579 // 	WBP2	NM_012478	0.00342535	1.51009
10118	7955055	"NM_017842 // SLC48A1 // solute carrier family 48 (heme transporter), member 1 // 12q13."	SLC48A1	NM_017842	0.0095012	1.51035
31594	8167356	NM_001080489 // GLOD5 // glyoxalase domain containing 5 // Xp11.23 // 392465 /// XM_011	GLOD5	NM_001080489	0.00119004	1.51092
15698	8012304	NM_001166621 // TRAPPC1 // trafficking protein particle complex 1 // 17p13.1 // 58485 /	TRAPPC1	NM_001166621	4.03E-05	1.51191
32624	8176155	"NR_027401 // FAM223A // family with sequence similarity 223, member A (non-protein codi"	FAM223A	NR_027401	1.70E-05	1.514
13177	7985416	OTTHUMT00000487001 // CSPG4P10 // chondroitin sulfate proteoglycan 4 pseudogene 10 // 1	CSPG4P10	OTTHUMT00000487001	0.000128522	1.51413
30867	8160452	"NM_004936 // CDKN2B // cyclin-dependent kinase inhibitor 2B (p15, inhibits CDK4) // 9p2"	CDKN2B	NM_004936	0.0031747	1.51441
11821	7972745	NM_003749 // IRS2 // insulin receptor substrate 2 // 13q34 // 8660 /// ENST00000375856 	IRS2	NM_003749	0.00123623	1.51522
9147	7946025	"NM_012375 // OR52A1 // olfactory receptor, family 52, subfamily A, member 1 // 11p15.5 "	OR52A1	NM_012375	0.000314307	1.516
14166	7996281	"NM_001136106 // BEAN1 // brain expressed, associated with NEDD4, 1 // 16q21 // 146227 /"	BEAN1	NM_001136106	0.0114294	1.51661
9189	7946286	"NM_003700 // OR2D2 // olfactory receptor, family 2, subfamily D, member 2 // 11p15.4 //"	OR2D2	NM_003700	0.00139031	1.5169
32609	8175947	NM_005334 // HCFC1 // host cell factor C1 // Xq28 // 3054 /// XM_006724815 // HCFC1 // 	HCFC1	NM_005334	0.000143966	1.51746
4758	7902282	NM_001031693 // HHLA3 // HERV-H LTR-associating 3 // 1p31.1 // 11147 /// NM_001036645 /	HHLA3	NM_001031693	0.010468	1.51762
9666	7950751	"NR_033347 // SNORA70E // small nucleolar RNA, H/ACA box 70E // --- // 100379250 /// ENS"	SNORA70E	NR_033347	0.00710862	1.51888
13135	7985039	XR_916557 // LOC441728 // golgin-like // 15q24.2 // 441728 /// XR_932489 // LOC441728 /	LOC441728	XR_916557	0.00206048	1.51961
23295	8088680	NM_001278689 // EOGT // EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) trans	EOGT	NM_001278689	0.0076592	1.51962
32093	8171427	NM_004469 // FIGF // c-fos induced growth factor (vascular endothelial growth factor D)	FIGF	NM_004469	0.00259002	1.51968
29239	8145227	NM_001160036 // RHOBTB2 // Rho-related BTB domain containing 2 // 8p21.3 // 23221 /// N	RHOBTB2	NM_001160036	0.000136248	1.52079
9446	7948574	NM_001136040 // CPSF7 // cleavage and polyadenylation specific factor 7 // 11q12.2 // 7	CPSF7	NM_001136040	0.000643033	1.52087
6543	7920214	NM_001024209 // SPRR2E // small proline-rich protein 2E // 1q21-q22 // 6704 /// ENST000	SPRR2E	NM_001024209	0.00229569	1.52133
12248	7976834	NR_030174 // MIR494 // microRNA 494 // 14q32.31 // 574452 /// uc010txm.2 // MIR494 // m	MIR494	NR_030174	0.000115993	1.52151
10683	7961097	XR_242911 // LOC400002 // uncharacterized FLJ46363 // 12p13.31 // 400002 /// XR_432784 	LOC400002	XR_242911	0.0105685	1.52155
30156	8153373	"NM_000498 // CYP11B2 // cytochrome P450, family 11, subfamily B, polypeptide 2 // 8q21-"	CYP11B2	NM_000498	0.00355348	1.52231
13071	7984364	NM_001145102 // SMAD3 // SMAD family member 3 // 15q22.33 // 4088 /// NM_001145103 // S	SMAD3	NM_001145102	0.000353105	1.52467
31998	8170576	NM_001102576 // CSAG1 // chondrosarcoma associated gene 1 // Xq28 // 158511 /// NM_1534	CSAG1	NM_001102576	1.45E-06	1.52636
8945	7944223	NM_001197104 // KMT2A // lysine (K)-specific methyltransferase 2A // 11q23 // 4297 /// 	KMT2A	NM_001197104	0.000196456	1.52791
10930	7963698	NM_001130060 // ATF7 // activating transcription factor 7 // 12q13 // 11016 /// NM_0012	ATF7	NM_001130060	1.53E-05	1.52792
10869	7963121	NM_001037806 // NCKAP5L // NCK-associated protein 5-like // 12q13.12 // 57701 /// XM_00	NCKAP5L	NM_001037806	4.56E-05	1.528
16273	8018184	NM_001115152 // CD300LD // CD300 molecule-like family member d // 17q25.1 // 100131439 	CD300LD	NM_001115152	0.000270363	1.52827
18625	8041048	NM_005253 // FOSL2 // FOS-like antigen 2 // 2p23.3 // 2355 /// XM_005264231 // FOSL2 //	FOSL2	NM_005253	0.00123627	1.52922
17343	8028656	"NM_022835 // PLEKHG2 // pleckstrin homology domain containing, family G (with RhoGef do"	PLEKHG2	NM_022835	0.000662437	1.5296
13936	7993737	NM_001308169 // ACSM2A // acyl-CoA synthetase medium-chain family member 2A // 16p12.3 	ACSM2A	NM_001308169	3.17E-06	1.53076
9188	7946280	"NM_003696 // OR6A2 // olfactory receptor, family 6, subfamily A, member 2 // 11p15 // 8"	OR6A2	NM_003696	0.000362031	1.53105
10249	7956261	"NM_002898 // RBMS2 // RNA binding motif, single stranded interacting protein 2 // 12q13"	RBMS2	NM_002898	0.000183281	1.53181
12735	7981722	OTTHUMT00000325171 // IGHV3-33 // immunoglobulin heavy variable 3-33 // 14q32.33 // 284	IGHV3-33	OTTHUMT00000325171	0.00183568	1.53208
20391	8059244	NM_001195731 // CHPF // chondroitin polymerizing factor // 2q35 // 79586 /// NM_024536 	CHPF	NM_001195731	0.0064627	1.53229
15686	8012197	NM_001201576 // PLSCR3 // phospholipid scramblase 3 // 17p13.1 // 57048 /// NM_020360 /	PLSCR3	NM_001201576	0.00384889	1.53301
12308	7977440	NR_026800 // KIAA0125 // KIAA0125 // 14q32.33 // 9834 /// ENST00000612938 // KIAA0125 /	FAM30A	NR_026800	0.000639786	1.53535
10649	7960819	XR_913824 // LOC105369641 // uncharacterized LOC105369641 // --- // 105369641 /// XR_91	LOC105369641	XR_913824	9.36E-05	1.53624
10528	7959361	NM_014938 // MLXIP // MLX interacting protein // 12q24.31 // 22877 /// XM_006719290 // 	MLXIP	NM_014938	1.45E-05	1.53655
5856	7913237	NM_018584 // CAMK2N1 // calcium/calmodulin-dependent protein kinase II inhibitor 1 // 1	CAMK2N1	NM_018584	0.0113074	1.53663
27614	8130151	NM_001243325 // RAET1E // retinoic acid early transcript 1E // 6q25.1 // 135250 /// NM_	RAET1E	NM_001243325	0.00301047	1.53671
23705	8092691	NM_001130845 // BCL6 // B-cell CLL/lymphoma 6 // 3q27 // 604 /// NM_001134738 // BCL6 /	BCL6	NM_001130845	0.000329964	1.53703
12862	7982252	NR_026771 // DKFZP434L187 // uncharacterized LOC26082 // 15q13.2 // 26082 /// ENST00000	DKFZP434L187	NR_026771	0.00151924	1.53761
12832	7982072	"NR_003348 // SNORD115-33 // small nucleolar RNA, C/D box 115-33 // 15q11.2 // 100033807"	SNORD115-33	NR_003348	7.83E-05	1.53803
12977	7983413	NM_017434 // DUOX1 // dual oxidase 1 // 15q15.3 // 53905 /// NM_175940 // DUOX1 // dual	DUOX1	NM_017434	0.00527241	1.54006
27769	8131682	NM_001163941 // ABCB5 // ATP binding cassette subfamily B member 5 // 7p21.1 // 340273 	ABCB5	NM_001163941	1.50E-05	1.54016
12824	7982056	"NR_003342 // SNORD115-25 // small nucleolar RNA, C/D box 115-25 // 15q11.2 // 100033801"	SNORD115-25	NR_003342	0.000109809	1.54153
20769	8063171	OTTHUMT00000079568 // LOC100533646 // zinc finger protein 135 pseudogene // --- // 1005	LOC100533646	OTTHUMT00000079568	0.00283461	1.54158
32946	8178833	"NM_002120 // HLA-DOB // major histocompatibility complex, class II, DO beta // 6p21.3 /"	HLA-DOB	NM_002120	3.91E-06	1.543
17580	8031027	NR_030195 // MIR520B // microRNA 520b // --- // 574473 /// ENST00000384989 // MIR520B /	MIR520B	NR_030195	0.000304916	1.54428
32032	8170963	"AY168775 // FAM223B // family with sequence similarity 223, member B (non-protein codin"	FAM223B	AY168775	4.07E-05	1.54613
17553	8030866	NM_002030 // FPR3 // formyl peptide receptor 3 // 19q13.3-q13.4 // 2359 /// XM_01152668	FPR3	NM_002030	1.01E-06	1.54616
9719	7951195	NM_178127 // ANGPTL5 // angiopoietin like 5 // 11q22.1 // 253935 /// XM_011542735 // AN	ANGPTL5	NM_178127	0.00154273	1.54632
10607	7960370	NM_001144958 // CRACR2A // calcium release activated channel regulator 2A // 12p13.32 /	CRACR2A	NM_001144958	0.00268242	1.54787
17167	8026926	NM_015016 // MAST3 // microtubule associated serine/threonine kinase 3 // 19p13.11 // 2	MAST3	NM_015016	0.000182045	1.54794
21119	8066489	NM_080869 // WFDC12 // WAP four-disulfide core domain 12 // 20q13.12 // 128488 /// ENST	WFDC12	NM_080869	1.25E-05	1.54814
11651	7971239	"ENST00000411348 // RNU6-57P // RNA, U6 small nuclear 57, pseudogene // --- // 100873765"	RNU6-57P	ENST00000411348	7.07E-05	1.55016
5822	7912802	XR_250707 // LOC101927806 // uncharacterized LOC101927806 // --- // 101927806 /// XR_94	LOC101927806	XR_250707	6.77E-05	1.55041
9090	7945657	NM_001012709 // KRTAP5-4 // keratin associated protein 5-4 // 11p15.5 // 387267 /// ENS	KRTAP5-4	NM_001012709	0.000692605	1.55078
21264	8067944	NR_029480 // MIRLET7C // microRNA let-7c // 21q21.1 // 406885 /// uc002yke.3 // MIRLET7	MIRLET7C	NR_029480	0.000704287	1.55121
20695	8062404	NR_040021 // LOC100287792 // uncharacterized LOC100287792 // 20q11.23 // 100287792 /// 	LOC100287792	NR_040021	0.000192663	1.55266
21503	8070194	NM_001001890 // RUNX1 // runt-related transcription factor 1 // 21q22.3 // 861 /// NM_0	RUNX1	NM_001001890	4.34E-06	1.55269
20697	8062427	NM_080607 // VSTM2L // V-set and transmembrane domain containing 2 like // 20q11.23 // 	VSTM2L	NM_080607	0.000972957	1.55358
18580	8040516	NM_001080473 // MFSD2B // major facilitator superfamily domain containing 2B // 2p23.3 	MFSD2B	NM_001080473	0.000109772	1.55469
4358	7898278	NM_015001 // SPEN // spen family transcriptional repressor // 1p36 // 23013 /// ENST000	SPEN	NM_015001	6.04E-07	1.56201
8951	7944302	"NM_001144758 // PHLDB1 // pleckstrin homology-like domain, family B, member 1 // 11q23."	PHLDB1	NM_001144758	6.12E-05	1.56272
31713	8168391	"NR_026594 // FAM226B // family with sequence similarity 226, member B (non-protein codi"	FAM226B	NR_026594	0.000196575	1.56458
10684	7961102	"NM_001099431 // CLEC1B // C-type lectin domain family 1, member B // 12p13.2 // 51266 /"	CLEC1B	NM_001099431	5.00E-05	1.56485
17975	8035156	NM_006387 // CHERP // calcium homeostasis endoplasmic reticulum protein // 19p13.1 // 1	CHERP	NM_006387	3.40E-05	1.56494
4591	7900490	NR_029833 // MIR30C1 // microRNA 30c-1 // 1p34.2 // 407031 /// ENST00000385227 // MIR30	MIR30C1	NR_029833	2.10E-07	1.56515
13350	7987145	NM_001103184 // FMN1 // formin 1 // 15q13.3 // 342184 /// NM_001277313 // FMN1 // formi	FMN1	NM_001103184	1.57E-05	1.56534
16126	8016482	NR_029582 // MIR196A1 // microRNA 196a-1 // 17q21.32 // 406972 /// ENST00000388006 // M	MIR196A1	NR_029582	0.000918702	1.56549
23388	8089472	AY358772 // LOC100128035 // VGSA5840 // 3q13.2 // 100128035	LOC100128035	AY358772	0.00176571	1.56619
9410	7948312	"NM_001004459 // OR1S2 // olfactory receptor, family 1, subfamily S, member 2 // 11q12.1"	OR1S2	NM_001004459	0.00246054	1.5672
32060	8171172	NM_015419 // MXRA5 // matrix-remodelling associated 5 // Xp22.33 // 25878 /// XM_005274	MXRA5	NM_015419	0.00343247	1.56822
7677	7931914	"NM_000417 // IL2RA // interleukin 2 receptor, alpha // 10p15-p14 // 3559 /// NM_0013082"	IL2RA	NM_000417	9.90E-06	1.5699
8172	7937104	AK097584 // LINC01165 // long intergenic non-protein coding RNA 1165 // 10q26.3 // 1001	LINC01165	AK097584	0.00186944	1.57038
32291	8173366	"NM_002565 // P2RY4 // pyrimidinergic receptor P2Y, G-protein coupled, 4 // Xq13 // 5030"	P2RY4	NM_002565	0.00161335	1.5707
14948	8004385	NM_020795 // NLGN2 // neuroligin 2 // 17p13.1 // 57555 /// XM_005256744 // NLGN2 // neu	NLGN2	NM_020795	0.00037207	1.57186
21393	8069135	NR_026547 // TSPEAR-AS2 // TSPEAR antisense RNA 2 // 21q22.3 // 114043 /// NR_026548 //	TSPEAR-AS2	NR_026547	0.00697005	1.5736
8494	7939942	"NM_001004735 // OR5D14 // olfactory receptor, family 5, subfamily D, member 14 // 11q11"	OR5D14	NM_001004735	1.04E-05	1.57731
22277	8077815	NR_026829 // LINC00852 // long intergenic non-protein coding RNA 852 // 3p25.3 // 84657	LINC00852	NR_026829	0.00114487	1.57838
22816	8083463	NM_001101337 // C3orf79 // chromosome 3 open reading frame 79 // 3q25.2 // 152118 /// A	C3orf79	NM_001101337	0.000678383	1.57947
14031	7994889	NM_001256829 // TMEM265 // transmembrane protein 265 // 16p // 100862671 /// NM_006662 	TMEM265	NM_001256829	0.000478948	1.57964
17933	8034698	NR_029495 // MIR23A // microRNA 23a // 19p13.13 // 407010 /// ENST00000385245 // MIR23A	MIR23A	NR_029495	0.00388702	1.57992
22849	8083770	NM_001080440 // OTOL1 // otolin 1 // 3q26.1 // 131149 /// XM_005247109 // OTOL1 // otol	OTOL1	NM_001080440	2.89E-05	1.58121
16507	8020419	NR_031565 // MIR320C1 // microRNA 320c-1 // --- // 100302135 /// ENST00000408566 // MIR	MIR320C1	NR_031565	7.35E-05	1.58466
14412	7998898	NM_021195 // CLDN6 // claudin 6 // 16p13.3 // 9074 /// ENST00000328796 // CLDN6 // clau	CLDN6	NM_021195	0.00147075	1.58654
14895	8003812	"NM_012373 // OR3A3 // olfactory receptor, family 3, subfamily A, member 3 // 17p13.3 //"	OR3A3	NM_012373	0.000456326	1.58671
14030	7994874	NM_001105079 // FBRS // fibrosin // 16p11.2 // 64319 /// XM_011545916 // FBRS // fibros	FBRS	NM_001105079	1.97E-05	1.58695
25524	8110055	NM_001308189 // CPEB4 // cytoplasmic polyadenylation element binding protein 4 // 5q21 	CPEB4	NM_001308189	0.0109255	1.58929
10688	7961151	NM_001199805 // KLRC4-KLRK1 // KLRC4-KLRK1 readthrough // 12p // 100528032 /// NM_00736	KLRC4-KLRK1	NM_001199805	0.00039037	1.59019
29121	8144279	"NM_018941 // CLN8 // ceroid-lipofuscinosis, neuronal 8 // 8p23 // 2055 /// ENST00000331"	CLN8	NM_018941	0.000451255	1.5912
26183	8116313	NM_001142306 // C5orf60 // chromosome 5 open reading frame 60 // 5q35.3 // 285679 /// N	C5orf60	NM_001142306	0.00156153	1.59237
15224	8007084	"NM_000964 // RARA // retinoic acid receptor, alpha // 17q21 // 5914 /// NM_001024809 //"	RARA	NM_000964	0.000146639	1.5949
32426	8174568	NM_178175 // LHFPL1 // lipoma HMGIC fusion partner-like 1 // Xq23 // 340596 /// XM_0115	LHFPL1	NM_178175	0.00016142	1.59501
9658	7950671	NM_012296 // GAB2 // GRB2-associated binding protein 2 // 11q14.1 // 9846 /// NM_080491	GAB2	NM_012296	0.000839865	1.59555
9983	7953699	NM_018416 // FOXJ2 // forkhead box J2 // 12p13.31 // 55810 /// XM_011520760 // FOXJ2 //	FOXJ2	NM_018416	9.86E-06	1.59588
25442	8109305	NM_001109974 // SYNPO // synaptopodin // 5q33.1 // 11346 /// NM_001166208 // SYNPO // s	SYNPO	NM_001109974	0.000378295	1.59719
30710	8158862	"NR_002914 // SNORD62A // small nucleolar RNA, C/D box 62A // 9q34.13 // 26786 /// NR_00"	SNORD62A	NR_002914	0.00140525	1.59752
11892	7973306	NM_022060 // ABHD4 // abhydrolase domain containing 4 // 14q11.2 // 63874 /// XM_005267	ABHD4	NM_022060	0.00222298	1.60085
5203	7906458	"NM_001639 // APCS // amyloid P component, serum // 1q21-q23 // 325 /// ENST00000255040 "	APCS	NM_001639	2.64E-05	1.60096
17961	8034983	NM_014299 // BRD4 // bromodomain containing 4 // 19p13.1 // 23476 /// NM_058243 // BRD4	BRD4	NM_014299	7.32E-07	1.60174
27490	8128818	"NM_001024934 // WASF1 // WAS protein family, member 1 // 6q21 // 8936 /// NM_001024935 "	WASF1	NM_001024934	0.00284828	1.60276
19992	8054758	NR_024004 // DDX11L2 // DEAD/H (Asp-Glu-Ala-Asp/His) box helicase 11 like 2 // 2q13 // 	DDX11L2	NR_024004	3.84E-05	1.60314
26049	8114970	NM_206966 // C5orf46 // chromosome 5 open reading frame 46 // 5q32 // 389336 /// XM_005	C5orf46	NM_206966	0.00569513	1.60673
31074	8162191	NR_040117 // LOC392364 // nuclear pore associated protein 1 pseudogene // 9q22.1 // 392	LOC392364	NR_040117	9.81E-07	1.60783
16578	8021154	NM_001142397 // CTIF // CBP80/20-dependent translation initiation factor // 18q21.1 // 	CTIF	NM_001142397	0.000145744	1.6081
6830	7923183	NM_001281293 // ZNF281 // zinc finger protein 281 // 1q32.1 // 23528 /// NM_001281294 /	ZNF281	NM_001281293	0.00158072	1.60812
20327	8058498	NM_003468 // FZD5 // frizzled class receptor 5 // 2q33.3 // 7855 /// ENST00000295417 //	FZD5	NM_003468	0.0128424	1.61174
5646	7911235	"OTTHUMT00000096863 // OR2AJ1 // olfactory receptor, family 2, subfamily AJ, member 1 //"	OR2AJ1	OTTHUMT00000096863	6.99E-05	1.61251
6566	7920382	NM_181715 // CRTC2 // CREB regulated transcription coactivator 2 // 1q21.3 // 200186 //	CRTC2	NM_181715	0.000231033	1.61364
5748	7912166	NM_001042681 // RERE // arginine-glutamic acid dipeptide (RE) repeats // 1p36.23 // 473	RERE	NM_001042681	7.07E-07	1.61572
27334	8127079	NM_153699 // GSTA5 // glutathione S-transferase alpha 5 // 6p12.2 // 221357 /// ENST000	GSTA5	NM_153699	5.29E-06	1.61619
29380	8146633	NR_027378 // UG0898H09 // uncharacterized LOC643763 // 8q12.3 // 643763 /// ENST0000062	UG0898H09	NR_027378	2.47E-06	1.61801
23148	8086752	"X58062 // SNORD13P3 // small nucleolar RNA, C/D box 13 pseudogene 3 // 3p21.31 // 6078"	SNORD13P3	X58062	0.00495475	1.61805
26396	8117834	"NM_021959 // PPP1R11 // protein phosphatase 1, regulatory (inhibitor) subunit 11 // 6p2"	PPP1R11	NM_021959	0.00158462	1.6211
6403	7919095	NM_001200001 // NOTCH2 // notch 2 // 1p13-p11 // 4853 /// NM_024408 // NOTCH2 // notch 	NOTCH2	NM_001200001	5.47E-05	1.62302
29190	8144701	AK092544 // LOC100131581 // uncharacterized LOC100131581 // 8p23.1 // 100131581 /// XR_	LOC100131581	AK092544	0.0117189	1.62312
32753	8177092	"OTTHUMT00000099509 // RBMY1A3P // RNA binding motif protein, Y-linked, family 1, member"	RBMY1A3P	OTTHUMT00000099509	8.54E-05	1.62363
18188	8037061	NM_001291419 // LYPD4 // LY6/PLAUR domain containing 4 // 19q13.2 // 147719 /// NM_1735	LYPD4	NM_001291419	0.000189407	1.62772
13865	7992956	NM_032575 // GLIS2 // GLIS family zinc finger 2 // 16p13.3 // 84662 /// XM_005255641 //	GLIS2	NM_032575	0.000138533	1.62995
13603	7990452	OTTHUMT00000419799 // DNM1P34 // dynamin 1 pseudogene 34 // 15q24.2 // 729809 /// OTTHU	DNM1P34	OTTHUMT00000419799	0.00143528	1.63268
22108	8075910	"NM_002872 // RAC2 // ras-related C3 botulinum toxin substrate 2 (rho family, small GTP "	RAC2	NM_002872	0.00340634	1.63537
24177	8097288	NM_001291285 // FAT4 // FAT atypical cadherin 4 // 4q28.1 // 79633 /// NM_001291303 // 	FAT4	NM_001291285	0.0102044	1.63597
25208	8106923	"NM_005654 // NR2F1 // nuclear receptor subfamily 2, group F, member 1 // 5q14 // 7025 /"	NR2F1	NM_005654	0.00948112	1.63618
26754	8121553	NM_001013734 // RFPL4B // ret finger protein-like 4B // 6q21 // 442247 /// ENST00000441	RFPL4B	NM_001013734	7.38E-06	1.63733
12238	7976808	AF422192 // LOC100288160 // esophagus cancer-related gene-2 interaction susceptibility 	LOC100288160	AF422192	0.000354342	1.63983
15703	8012376	NM_014232 // VAMP2 // vesicle associated membrane protein 2 // 17p13.1 // 6844 /// XM_0	VAMP2	NM_014232	9.27E-06	1.6428
10283	7956737	NR_029661 // MIRLET7I // microRNA let-7i // 12q14.1 // 406891 /// uc001srj.2 // MIRLET7	MIRLET7I	NR_029661	0.0084331	1.64432
23331	8088979	NM_016206 // VGLL3 // vestigial-like family member 3 // 3p12.1 // 389136 /// XM_0052647	VGLL3	NM_016206	0.00340533	1.64479
32985	8179221	NM_080870 // DPCR1 // diffuse panbronchiolitis critical region 1 // 6p21.33 // 135656 /	DPCR1	NM_080870	0.000102211	1.64743
10338	7957298	NM_001024383 // NAV3 // neuron navigator 3 // 12q21.2 // 89795 /// NM_014903 // NAV3 //	NAV3	NM_001024383	0.00782381	1.65255
4899	7903717	NR_029583 // MIR197 // microRNA 197 // 1p13.3 // 406974 /// ENST00000369851 // GNAI3 //	MIR197	NR_029583	1.54E-05	1.65337
